Title,Release_Date,Expired_Date,Activity_Code,Organization,Parent_Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"Notice of NINDS' Participation in PA-18-NNN ""NIH Pathway to Independence Award (Parent K99/R00 - Independent Clinical Trial Not Allowed)""",12/8/2017,,,NINDS,NIH,None,NOT-NS-18-026,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-18-026.html
"Notice of NIAMS' Participation in PA-18-369 ""Mentored Research Scientist Development Award (Parent K01 -Independent Clinical Trial Not Allowed)",12/8/2017,,,NIAMS,NIH,None,NOT-AR-18-009,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AR-18-009.html
"Notice of NINDS' Participation in PA-18-375 ""Mentored Patient-Oriented Research Career Development Award (Parent K23 - Independent Clinical Trial Not Allowed)""",12/8/2017,,,NINDS,NIH,None,NOT-NS-18-025,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-18-025.html
"Notice of NICHD Participation in PAR-18-205 ""NIBIB Biomedical Technology Resource Centers (P41 - Clinical Trial Optional)""",12/8/2017,,,NICHD,NIH,None,NOT-HD-17-030,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-17-030.html
"Notice of NIA Participation in PAR-16-355 ""Social Epigenomics Research Focused on Minority Health and Health Disparities (R01)""",12/8/2017,,,NIA,NIH,None,NOT-AG-17-025,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-17-025.html
"Notice of NINDS' Participation in PA-18-371 ""Independent Scientist Award (Parent K02 - Independent Clinical Trial Not Allowed)""",12/8/2017,,,NINDS,NIH,None,NOT-NS-18-024,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-18-024.html
"Notice of NIA Participation in PAR-16-356 ""Social Epigenomics Research Focused on Minority Health and Health Disparities (R21)""",12/8/2017,,,NIA,NIH,None,NOT-AG-17-026,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-17-026.html
Notice to Extend the Response Date for NOT-RM-17-023 Request for Information (RFI): Seeking Input from Surgeons and Interventionalists on Extending Improving the Clinical Study and Use of New and Established Peripheral Neuromodulation Devices,12/7/2017,,,OSC,NIH,None,NOT-RM-18-010,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-18-010.html
Notice to Extend the Response Date for NOT-RM-17-015 Request for Information (RFI): Seeking Input from Industry on Enhancing the Data Yield from Clinical Studies of Peripheral Neuromodulation Devices,12/7/2017,,,OSC,NIH,None,NOT-RM-18-009,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-18-009.html
"Notice of Correction to Funding Opportunity Description for RFA-HL-16-024 ""NHLBI Outstanding Investigator Award (OIA) (R35)""",12/7/2017,,,NHLBI,NIH,None,NOT-HL-17-568,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-17-568.html
Notice of Requirement for Electronic Submission of Research Supplements to Promote Diversity in Health-Related Research and Upcoming System Validation,12/7/2017,,,NIH,NIH,None,NOT-OD-18-111,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-111.html
Notice of Interest to Highlight NIDA High-Priority Workforce Development Needs in the Chemistry of Addiction,12/7/2017,,,NIDA,NIH,None,NOT-DA-17-063,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-17-063.html
Findings of Research Misconduct,12/7/2017,,,NIH,NIH,None,NOT-OD-18-113,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-113.html
"Notice of Intent to Publish a Funding Opportunity Announcement for the National Research Mentoring Network: The Science of Mentoring, Networking, and Navigating Career Transition Points (U01 - Clinical Trial Not Allowed)",12/7/2017,,,Roadmap,NIH,None,NOT-RM-18-002,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-18-002.html
Notice of Intent to Publish a Funding Opportunity Announcement for National Research Mentoring Network Resource Center (U24 - Clinical Trial Not Allowed),12/7/2017,,,Roadmap,NIH,None,NOT-RM-18-004,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-18-004.html
Notice of Intent to Publish a Funding Opportunity Announcement for Diversity Program Consortium Dissemination and Translation Awards (U01 - Clinical Trial Not Allowed),12/7/2017,,,Roadmap,NIH,None,NOT-RM-18-007,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-18-007.html
Notice of Intent to Publish Limited Competition: NIH Coordination and Evaluation Center for Enhancing the Diversity of the NIH-Funded Workforce Program (U54  Clinical Trial Not Allowed),12/7/2017,,,Roadmap,NIH,None,NOT-RM-18-006,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-18-006.html
Notice of Intent to Publish a Funding Opportunity Announcement for Limited Competition: NIH Building Infrastructure Leading to Diversity (BUILD) II Initiative (U54 - Clinical Trial Not Allowed),12/7/2017,,,Roadmap,NIH,None,NOT-RM-18-005,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-18-005.html
Notice of Intent to Publish a Funding Opportunity Announcement for National Research Mentoring Network Coordinating Center (U24 - Clinical Trial Not Allowed),12/7/2017,,,Roadmap,NIH,None,NOT-RM-18-003,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-18-003.html
Notice of Correction for PAR-18-464 Clinical and Translational Science Award (U54 Clinical Trial Optional),12/7/2017,,,NCATS,NIH,None,NOT-TR-18-012,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-TR-18-012.html
"Notice of Correction to Funding Opportunity Description for RFA-HL-16-025 ""NHLBI Emerging Investigator Award (EIA) (R35)""",12/7/2017,,,NHLBI,NIH,None,NOT-HL-17-569,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-17-569.html
"Notice of Change of Key Dates for RFA-HL-17-015 ""Bold New Bioengineering Methods and Approaches for Heart, Lung, Blood and Sleep Disorders and Diseases (R21)""",12/6/2017,,,NHLBI,NIH,None,NOT-HL-17-567,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-17-567.html
"Notice of Change of Receipt Dates for NCCIH Application Submissions to PA-18-403  ""Ruth L. Kirschstein National Research Service Award (NRSA) Institutional Research Training Grant (Parent T32)""",12/6/2017,,,NCCIH,NIH,None,NOT-AT-18-002,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AT-18-002.html
"NHLBI Announces Participation in PA-18-403 "" Ruth L. Kirschstein National Research Service Award (NRSA) Institutional Research Training Grant (Parent T32)"".",12/6/2017,,,NHLBI,NIH,None,NOT-HL-17-559,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-17-559.html
Notice of Intent to Publish a Funding Opportunity Announcement for First in Human and Early Stage Clinical Trials of Novel Investigational Drugs or Devices for Psychiatric Disorders (U01-Clinical Trial Required),12/5/2017,,,NIMH,NIH,None,NOT-MH-18-013,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-18-013.html
"Notice of Intent to Publish a Funding Opportunity Announcement for the Reissue of PA-15-188 Developing the Therapeutic Potential of the Endocannabinoid System for Pain Treatment (R01, Clinical Trial Optional)",12/5/2017,,,NIDA,NIH,None,NOT-DA-17-057,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-17-057.html
Notice of Intent to Publish a Funding Opportunity Announcement for Analytical and Clinical Validation of Candidate Biomarkers for Neurological Diseases (U01),12/5/2017,,,NINDS,NIH,None,NOT-NS-18-015,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-18-015.html
Request for Information (RFI): Soliciting Input for the Tribal Health Research Office (THRO) Strategic Plan (FY 2018-2022),12/4/2017,,,NIH,NIH,None,NOT-OD-18-110,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-110.html
"Notice of Intent to Publish a Funding Opportunity Announcement for ""Notice of Intent to Publish Funding Opportunity Announcement for Analytical and Clinical Validation of  Candidate Biomarkers for Neurological Disease (U01)",12/4/2017,,,NINDS,NIH,None,NOT-NS-18-020,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-18-020.html
Revision: The NIH Announces New Review Criteria for Career Development Award Applications Involving Clinical Trials,12/1/2017,,,NIH,NIH,None,NOT-OD-18-109,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-109.html
"Notice of Change to the Elements of the Letter of Eligibility for PAR-18-102 ""Small Grants for New Investigators to Promote Diversity in Health-Related Research (R21)",12/1/2017,,,NIDDK,NIH,None,NOT-DK-17-021,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DK-17-021.html
Notice of Intent to Revise the NIH Policy and Guidelines on the Inclusion of Children as Participants in Research Involving Human Subjects,12/1/2017,,,NIH,NIH,None,NOT-OD-18-008,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-008.html
"Notice of Correction to Title for RFA-CA-18-004 ""Innovative Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R21 Clinical Trial Not Allowed)""",11/30/2017,,,NCI,NIH,None,NOT-CA-18-025,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-18-025.html
NIH Enforcement of Closeout Policies,11/30/2017,,,NIH,NIH,None,NOT-OD-18-107,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-107.html
"Notice of Change in Key Dates for PAR-18-009 ""Academic-Industrial Partnerships to Translate and Validate in vivo Cancer Imaging Systems (R01 Clinical Trial Optional)""",11/30/2017,,,NCI,NIH,None,NOT-CA-18-024,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-18-024.html
"Notice of Correction to Key Dates for PAR-18-020 ""NCI Clinical and Translational Exploratory/Developmental Studies (R21)""",11/30/2017,,,NCI,NIH,None,NOT-CA-18-023,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-18-023.html
"Notice of Correction of Key Dates to PAR-17-176 "" From Genomic Association to Causation: A Convergent Neuroscience Approach for Integrating Levels of Analysis to Delineate Brain Function in Neuropsychiatry (Collaborative U01)""",11/30/2017,,,NIMH,NIH,None,NOT-MH-18-010,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-18-010.html
"Notice of Addition of AIDS Application Due Dates for RFA-HL-17-022 ""Maximizing the Scientific Value of the NHLBI Biorepository: Scientific Opportunities for Exploratory Research (R21)""",11/30/2017,,,NHLBI,NIH,None,NOT-HL-17-565,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-17-565.html
"Notice of Clarification to PAR-17-252"" From Genomic Association to Causation: A Convergent Neuroscience Approach for Integrating Levels of Analysis to Delineate Brain Function in Neuropsychiatry (Collaborative R01)""",11/30/2017,,,NIMH,NIH,None,NOT-MH-18-008,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-18-008.html
FDA Will Not Be Receiving Applications in 2018 for the Collaborating Centers of Excellence in Regulatory Science and Innovation Funding Opportunity Announcement,11/30/2017,,,FDA,FDA,None,NOT-FD-18-004,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-FD-18-004.html
"Reminder: Policy on Funding Opportunity Announcements (FOA) for Clinical Trials Takes Effect January 25, 2018",11/30/2017,,,NIH,NIH,None,NOT-OD-18-106,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-106.html
Request for Information (RFI): Well Characterized Brain Bank Resources for Alzheimers Disease-Related Dementias (ADRD) PET Ligand development and Cryo-EM Structural Analysis of Protein Species.,11/30/2017,,,NINDS,NIH,None,NOT-NS-18-018,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-18-018.html
Standards for Documentation of Personnel Expenses,11/30/2017,,,NIH,NIH,None,NOT-OD-18-108,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-108.html
"Notice of Clarification to PAR-17-253"" From Genomic Association to Causation: A Convergent Neuroscience Approach for Integrating Levels of Analysis to Delineate Brain Function in Neuropsychiatry (R01)""",11/30/2017,,,NIMH,NIH,None,NOT-MH-18-007,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-18-007.html
"Notice of Correction of Key Dates to PAR-17-179 "" From Genomic Association to Causation: A Convergent Neuroscience Approach for Integrating Levels of Analysis to Delineate Brain Function in Neuropsychiatry (U01)""",11/30/2017,,,NIMH,NIH,None,NOT-MH-18-009,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-18-009.html
"Notice of Participation of the National Institute on Aging (NIA) in PAR-17-484 "" Collaborative Minority Health and Health Disparities Research with Tribal Epidemiology Centers (R01 Clinical Trial Not Allowed)""",11/29/2017,,,NIA,NIH,None,NOT-AG-17-023,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-17-023.html
NIA Intervention Testing Program (ITP) Announces Annual Call for Compounds to Test for Anti-Aging Activity in Mice,11/29/2017,,,NIA,NIH,None,NOT-AG-17-019,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-17-019.html
Notice of Intent to Publish a Funding Opportunity Announcement for Mechanisms of Tolerance (R21/R33 - Clinical Trial Not Allowed),11/29/2017,,,NIAAA,NIH,None,NOT-AA-17-017,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AA-17-017.html
Notice of Intent to Publish a Funding Opportunity Announcement for Genetics of Tolerance (R01- Clinical Trial Not Allowed),11/29/2017,,,NIAAA,NIH,None,NOT-AA-17-016,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AA-17-016.html
"Notice of Participation of the National Institute on Aging (NIA) in PAR-17-483 "" Collaborative Minority Health and Health Disparities Research with Tribal Epidemiology Centers (R21 Clinical Trial Not Allowed)""",11/29/2017,,,NIA,NIH,None,NOT-AG-17-022,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-17-022.html
"Notice of Correction to Application and Submission Information in PAR-18-341, ""NCI Research Specialist (Laboratory-based Scientist) Award (R50)""",11/29/2017,,,NCI,NIH,None,NOT-CA-18-020,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-18-020.html
Notice of Clarification:  Award Budget for RFA-DA-18-016 Exploiting Genomic or Nucleomic Information to Understand HIV Latency in Individuals with Substance Use Disorders (R61/R33),11/29/2017,,,NIDA,NIH,None,NOT-DA-17-056,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-17-056.html
"Notice of Correction to Application and Submission Information in PAR-18-342 ""NCI Research Specialist (Core-based Scientist) Award (R50)""",11/29/2017,,,NCI,NIH,None,NOT-CA-18-021,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-18-021.html
"Notice of Intent to Publish a Funding Opportunity Announcement for International Research Collaboration on Drug Abuse and Addiction Research (R01, Clinical Trial Optional)",11/29/2017,,,NIDA,NIH,None,NOT-DA-17-059,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-17-059.html
"Notice To Correct Expiration date for Funding Opportunity PA-18-316 ""Typical and Atypical Patterns of Language & Literacy in Dual Language Learners (R01-Clinical Trial Optional)""",11/28/2017,,,NIDCD,NIH,NICHD,NOT-DC-18-001,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DC-18-001.html
"Notice To Correct Expiration date for Funding Opportunity PA-18-328 ""Typical and Atypical Patterns of Language & Literacy in Dual Language Learners (R21-Clinical Trial Optional)""",11/28/2017,,,NIDCD,NIH,NICHD,NOT-DC-18-002,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DC-18-002.html
"Notice of NHLBI Participation in PA-18-314 ""Innovation Corps (I-Corps) at NIH Program for NIH and CDC Translational Research (Admin Supp)""",11/28/2017,,,NHLBI,NIH,None,NOT-HL-17-564,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-17-564.html
NHLBI Announces Plan to Fund a Limited HCHS/SOL Visit 3 Exam,11/28/2017,,,NHLBI,NIH,None,NOT-HL-17-163,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-17-163.html
Revision: NIH Policy and Guidelines on the Inclusion of Women and Minorities as Subjects in Clinical Research,11/28/2017,,,NIH,NIH,None,NOT-OD-18-014,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-014.html
"Notice of Expiration of PAR-16-396 ""NICHD Laboratory of Developmental Biology (R24)""",11/28/2017,,,NICHD,NIH,None,NOT-HD-17-031,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-17-031.html
"Notice of Extension  of the Response Date for NOT-OD-18-007 ""Request for Information (RFI) on Enhancing Utilization of the NIH Clinical Center",11/28/2017,,,NIH,NIH,None,NOT-OD-18-016,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-016.html
Revision: Research Supplements to Promote Diversity in Health-Related Research (Admin Supp),11/27/2017,,,NIH,NIH,None,NOT-OD-18-105,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-105.html
"Notice to Terminate RFA-ES-17-002 ""NIH Revision Awards for Creating Virtual Consortium for Translational/Transdisciplinary Environmental Research (ViCTER)(R01)""",11/27/2017,,,NIEHS,NIH,None,NOT-ES-18-001,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-ES-18-001.html
Notice of Informational Webinar on Using the Parent T32 Funding Opportunity Announcement (PA-18-403) to Create NINDS-Targeted Institutional Translational Training Programs,11/27/2017,,,NINDS,NIH,None,NOT-NS-18-021,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-18-021.html
"Notice of NHLBI's Participation in RFA-OD-17-001 ""Limited Competition: Research Resource for Human Organs and Tissues (U42)""",11/27/2017,,,NHLBI,NIH,None,NOT-HL-17-566,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-17-566.html
Countermeasures Against Chemical Threats (CounterACT): Opportunities in Opioid Research,11/27/2017,,,NINDS,NIH,NIDA,NOT-NS-18-019,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-18-019.html
"Notice of Reopening Comment Period for NOT-OD-17-110 ""Request for Comments: Proposal to Update Data Management of Genomic Summary Results Under the NIH Genomic Data Sharing Policy""",11/27/2017,,,NIH,NIH,None,NOT-OD-18-104,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-104.html
"Notice of Change in PA-17-299 ""Small Grants for Secondary Analyses of Existing Data Sets and Stored Biospecimens (R03)""",11/22/2017,,,NICHD,NIH,None,NOT-HD-17-027,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-17-027.html
"Notice of Correction to RFA-CA-17-035 ""Pre-Cancer Atlas (PCA) Research Centers (U2C)""",11/17/2017,,,NCI,NIH,None,NOT-CA-18-022,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-18-022.html
"Notice of Change in Application Due Dates for PAR-16-121 ""Early-Stage Preclinical Validation of Therapeutic Leads for Diseases of Interest to the NIDDK (R01)""",11/17/2017,,,NIDDK,NIH,None,NOT-DK-18-002,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DK-18-002.html
